product_id,wishlist_pid,name,brand,price,original_price,category,available_sizes,flag,tags,promotion,url,image_url
004059_YP70099-0015,004059_YP70099-0015,Lillian Lounge Pant,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/lillian-lounge-pant/004059_YP70099-0015.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw6302c2e4/image/004059_YP70099_CHOCOLATE_00.JPG?sw=300&sh=450&q=98
000787_HF25C015-4446,000787_HF25C015-4446,Arie Chiffon Button Down Top,ALTAR'D STATE,68,68,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/arie-chiffon-button-down-top/000787_HF25C015-4446.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw22c3f9d6/image/000787_HF25C015_DARK-SAGE_00.JPG?sw=300&sh=450&q=98
000787_HF25C015-0278,000787_HF25C015-0278,Arie Chiffon Button Down Top,ALTAR'D STATE,68,68,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/arie-chiffon-button-down-top/000787_HF25C015-0278.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwc9b534b2/image/000787_HF25C015_LIGHT-BROWN_00.JPG?sw=300&sh=450&q=98
002044_T13626-0003,002044_T13626-0003,Paizley Lace Blouse,ALTAR'D STATE,68,68,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/paizley-lace-blouse/002044_T13626-0003.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwcdb2242d/image/002044_T13626_WHITE_00.JPG?sw=300&sh=450&q=98
001163_FKT65573-04A-0021,001163_FKT65573-04A-0021,Tracie Waffle Knit Tunic,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/tracie-waffle-knit-tunic/001163_FKT65573-04A-0021.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwb8941a4d/image/001163_FKT65573-04A_MUSTARD_00.JPG?sw=300&sh=450&q=98
004318_ASWB-253-500-0814,004318_ASWB-253-500-0814,Lia Pumpkin Sleep Short,ALTAR'D STATE,44,44,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/lia-pumpkin-sleep-short/004318_ASWB-253-500-0814.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw7f5fd93e/image/004318_ASWB-253-500_IVORY-PINK_00.JPG?sw=300&sh=450&q=98
004171_ASWB-253-566-0814,004171_ASWB-253-566-0814,Marli Floral Lounge Pant,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/marli-floral-lounge-pant/004171_ASWB-253-566-0814.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw05cb5a6d/image/004171_ASWB-253-566_IVORY-PINK_00.JPG?sw=300&sh=450&q=98
004101_HD1706WS-LT-2642,004101_HD1706WS-LT-2642,Grae Mid-Rise Distressed Jeans,ALTAR'D STATE,88,88,Clothing,"24, 25, 26, 27, 28, 29, 30, 31",New,"new,best_sellers",BOGO 50% Off Full Price Jeans,https://www.altardstate.com/as/clothing/bottoms/jeans/grae-mid-rise-distressed-jeans/004101_HD1706WS-LT-2642.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwfd9a998d/image/004101_HD1706WS-LT_LIGHT-WASH_00.JPG?sw=300&sh=450&q=98
004318_ASWT-253-100-0814,004318_ASWT-253-100-0814,Lia Pumpkin Sleep Top,ALTAR'D STATE,54,54,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/lia-pumpkin-sleep-top/004318_ASWT-253-100-0814.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw5c12d3c7/image/004318_ASWT-253-100_IVORY-PINK_00.JPG?sw=300&sh=450&q=98
001885_HA58349-25-0065,001885_HA58349-25-0065,Sofie Lounge Pants,ALTAR'D STATE,64,64,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/sofie-lounge-pants/001885_HA58349-25-0065.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw7e919999/image/001885_HA58349-25_BEIGE_00.JPG?sw=300&sh=450&q=98
004403_W1919-8411,004403_W1919-8411,Stokely Knit Oversized Sweater,ALTAR'D STATE,68,68,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/stokely-knit-oversized-sweater/004403_W1919-8411.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw8f5a6d06/image/004403_W1919_NAVY-BLUE_00.JPG?sw=300&sh=450&q=98
001163_FKT65573-04A-0070,001163_FKT65573-04A-0070,Tracie Waffle Knit Tunic,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/tracie-waffle-knit-tunic/001163_FKT65573-04A-0070.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw76378cd9/image/001163_FKT65573-04A_MAUVE_00.JPG?sw=300&sh=450&q=98
004171_ASWT-253-102-2-0814,004171_ASWT-253-102-2-0814,Marli Floral Lounge Tank,ALTAR'D STATE,38,38,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/marli-floral-lounge-tank/004171_ASWT-253-102-2-0814.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw29636382/image/004171_ASWT-253-102-2_IVORY-PINK_00.JPG?sw=300&sh=450&q=98
000196_IWT4362-ALT-2818,000196_IWT4362-ALT-2818,Suede Striped Tunic Pullover,ALTAR'D STATE,74,74,Clothing,"XXS, XS, S, M, L, XL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/suede-striped-tunic-pullover/000196_IWT4362-ALT-2818.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw6a7026e9/image/000196_IWT4362-ALT_BROWN-BLUE_00.JPG?sw=300&sh=450&q=98
000196_PT6103-0028,000196_PT6103-0028,Armani Flutter Sleeve Blouse,ALTAR'D STATE,58,58,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/armani-flutter-sleeve-blouse/000196_PT6103-0028.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw704c566d/image/000196_PT6103_ORANGE_00.JPG?sw=300&sh=450&q=98
001950_BT3473-0116,001950_BT3473-0116,Birdie Lace Blouse,ALTAR'D STATE,68,68,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/birdie-lace-blouse/001950_BT3473-0116.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwb258c258/image/001950_BT3473_BLUSH_00.JPG?sw=300&sh=450&q=98
004094_12WXNFL5026-25-0295,004094_12WXNFL5026-25-0295,Philadelphia Eagles Banner Tee,ALTAR'D STATE,54,54,Clothing,"XS, S, L",Online Exclusive,"online_exclusive,new",N/A,https://www.altardstate.com/as/clothing/tops/graphics/philadelphia-eagles-banner-tee/004094_12WXNFL5026-25-0295.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw4b9d7b54/image/004094_12WXNFL5026-25_KELLY-GREEN_00.JPG?sw=300&sh=450&q=98
000787_HF25F166-0016,000787_HF25F166-0016,Landrie Tiered Babydoll Top,ALTAR'D STATE,64,64,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/landrie-tiered-babydoll-top/000787_HF25F166-0016.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw23bfef5a/image/000787_HF25F166_BLACK_00.JPG?sw=300&sh=450&q=98
000196_IT5095-8-0034,000196_IT5095-8-0034,Leopard Star Stitched Hoodie,ALTAR'D STATE,78,78,Clothing,"XXS, XS, S, M, L, XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/graphics/leopard-star-stitched-hoodie/000196_IT5095-8-0034.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw4f2c805b/image/000196_IT5095-8_IVORY_00.JPG?sw=300&sh=450&q=98
004350_K032705-0016,004350_K032705-0016,Haven Ribbed Button Up Top,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/haven-ribbed-button-up-top/004350_K032705-0016.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwc5ff1437/image/004350_K032705_BLACK_00.JPG?sw=300&sh=450&q=98
004350_K032705-0034,004350_K032705-0034,Haven Ribbed Button Up Top,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/haven-ribbed-button-up-top/004350_K032705-0034.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw529b196b/image/004350_K032705_IVORY_00.JPG?sw=300&sh=450&q=98
001926_SEDK118PL-5782,001926_SEDK118PL-5782,Belle Boho Babydoll Sweater,ALTAR'D STATE,84,84,Clothing,"XXS, XS, S, M, L, XL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/belle-boho-babydoll-sweater/001926_SEDK118PL-5782.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwb490551d/image/001926_SEDK118PL_SAGE-IVORY_00.JPG?sw=300&sh=450&q=98
004230_SK8092-9516,004230_SK8092-9516,Willow Cropped Plaid Top,ALTAR'D STATE,68,68,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/willow-cropped-plaid-top/004230_SK8092-9516.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwca43d9e4/image/004230_SK8092_NEUTRAL-MULTI_00.JPG?sw=300&sh=450&q=98
001163_IKT38770-77-0016,001163_IKT38770-77-0016,Sequin Boo Pullover,ALTAR'D STATE,74,74,Clothing,"S, M, L",Online Exclusive,"online_exclusive,new",N/A,https://www.altardstate.com/as/clothing/tops/graphics/sequin-boo-pullover/001163_IKT38770-77-0016.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw9f1632be/image/001163_IKT38770-77_BLACK_00.JPG?sw=300&sh=450&q=98
002044_T13643-0048,002044_T13643-0048,Dolly Ruffle Asymmetrical Top,ALTAR'D STATE,68,68,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/dolly-ruffle-asymmetrical-top/002044_T13643-0048.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw695d5387/image/002044_T13643_RUST_00.JPG?sw=300&sh=450&q=98
004264_LT25836-018-0046,004264_LT25836-018-0046,Livvy Ruffle Tie Front Top,ALTAR'D STATE,64,64,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,"new,best_sellers",N/A,https://www.altardstate.com/as/clothing/tops/livvy-ruffle-tie-front-top/004264_LT25836-018-0046.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw5c28bbfd/image/004264_LT25836-018_COFFEE_00.JPG?sw=300&sh=450&q=98
001926_SYD5662JN-C-5517,001926_SYD5662JN-C-5517,Velma Striped V-Neck Vest,ALTAR'D STATE,68,68,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/velma-striped-v-neck-vest/001926_SYD5662JN-C-5517.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw66ce91f0/image/001926_SYD5662JN-C_CAMEL-MULTI_00.JPG?sw=300&sh=450&q=98
004301_ASWS-244-508-25-0010,004301_ASWS-244-508-25-0010,Annabeth Bow Ribbon Sweater,ALTAR'D STATE,78,78,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/annabeth-bow-ribbon-sweater/004301_ASWS-244-508-25-0010.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw0625d8af/image/004301_ASWS-244-508-25_PINK_00.JPG?sw=300&sh=450&q=98
003027_T2911-0012,003027_T2911-0012,Rowan Embroidered Tie-Front Cardigan,ALTAR'D STATE,74,74,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/cardigans/rowan-embroidered-tie-front-cardigan/003027_T2911-0012.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwf6523b0f/image/003027_T2911_BROWN_00.JPG?sw=300&sh=450&q=98
004116_55438AS-4328,004116_55438AS-4328,Heather Basic Long Sleeve Tee,ALTAR'D STATE,44,44,Clothing,"XXS, XS, S, M, L, XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/heather-basic-long-sleeve-tee/004116_55438AS-4328.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwa4653016/image/004116_55438AS_HEATHER-GREY_00.JPG?sw=300&sh=450&q=98
001163_IP300401-01A-4740,001163_IP300401-01A-4740,McKenzie Floral Stripe Flare Pant,ALTAR'D STATE,88,88,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,"new,back_in_stock",N/A,https://www.altardstate.com/as/clothing/bottoms/pants/mckenzie-floral-stripe-flare-pant/001163_IP300401-01A-4740.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwc52d71d7/image/001163_IP300401-01A_RUST-MULTI_00.JPG?sw=300&sh=450&q=98
002035_H7276TK-0044,002035_H7276TK-0044,Cozy Readers Book Club Pullover,ALTAR'D STATE,64,64,Clothing,"XXS/XS, XS/S, M/L, L/XL, 2XL/3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/graphics/cozy-readers-book-club-pullover/002035_H7276TK-0044.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwee5a7c54/image/002035_H7276TK_CREAM_00.JPG?sw=300&sh=450&q=98
001890_A1437RE62JD-8391,001890_A1437RE62JD-8391,Cape Cod Massachusetts Oversized Tee,ALTAR'D STATE,52,52,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/graphics/cape-cod-massachusetts-oversized-tee/001890_A1437RE62JD-8391.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw95e2d123/image/001890_A1437RE62JD_INDIGO-RAIN_00.JPG?sw=300&sh=450&q=98
004318_ASWB-253-553-2336,004318_ASWB-253-553-2336,Rayna Straight Leg Pants,ALTAR'D STATE,88,88,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,BOGO 50% Off Full Price Jeans,https://www.altardstate.com/as/clothing/bottoms/pants/rayna-straight-leg-pants/004318_ASWB-253-553-2336.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwa66ec459/image/004318_ASWB-253-553_BROWN-PINK_00.JPG?sw=300&sh=450&q=98
001926_SEDK810PL-0016,001926_SEDK810PL-0016,Bethie Lace Ruffle Top,ALTAR'D STATE,64,64,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/bethie-lace-ruffle-top/001926_SEDK810PL-0016.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw0db63a32/image/001926_SEDK810PL_BLACK_00.JPG?sw=300&sh=450&q=98
002070_RE11335-5185,002070_RE11335-5185,Ivy Ditsy Floral Top,ALTAR'D STATE,42,42,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/ivy-ditsy-floral-top/002070_RE11335-5185.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw488605be/image/002070_RE11335_MAUVE-MULTI_00.JPG?sw=300&sh=450&q=98
004073_BT3317S-0060,004073_BT3317S-0060,Liza Leopard Ruffle Top,ALTAR'D STATE,64,64,Clothing,"S, M, L",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/liza-leopard-ruffle-top/004073_BT3317S-0060.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw1e8f6ab9/image/004073_BT3317S_MOCHA_00.JPG?sw=300&sh=450&q=98
001950_BSW2830-0034,001950_BSW2830-0034,Jessie Boot & Bow Sweater,ALTAR'D STATE,84,84,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/jessie-boot-bow-sweater/001950_BSW2830-0034.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw083aec7c/image/001950_BSW2830_IVORY_00.JPG?sw=300&sh=450&q=98
002044_T13670-0012,002044_T13670-0012,Arlowe Knit Peplum Top,ALTAR'D STATE,58,58,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,"new,back_in_stock",N/A,https://www.altardstate.com/as/clothing/tops/arlowe-knit-peplum-top/002044_T13670-0012.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw497a04e6/image/002044_T13670_BROWN_00.JPG?sw=300&sh=450&q=98
001163_IKT38770-78-0028,001163_IKT38770-78-0028,Crochet Pumpkin Pullover,ALTAR'D STATE,74,74,Clothing,"S, M, L",Online Exclusive,"online_exclusive,new",N/A,https://www.altardstate.com/as/clothing/tops/graphics/crochet-pumpkin-pullover/001163_IKT38770-78-0028.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw7f49beaf/image/001163_IKT38770-78_ORANGE_00.JPG?sw=300&sh=450&q=98
001890_A3333E187JD-0052,001890_A3333E187JD-0052,Wish Me Luck Baby Tee,ALTAR'D STATE,46,46,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/graphics/wish-me-luck-baby-tee/001890_A3333E187JD-0052.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw242afef4/image/001890_A3333E187JD_TAN_00.JPG?sw=300&sh=450&q=98
001890_A1437RF20JD-1020,001890_A1437RF20JD-1020,Halloween Oversized Tee,ALTAR'D STATE,52,52,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/graphics/halloween-oversized-tee/001890_A1437RF20JD-1020.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwbc49d0c9/image/001890_A1437RF20JD_NUTMEG_00.JPG?sw=300&sh=450&q=98
004293_LJ1112-2930,004293_LJ1112-2930,Millie Cow Print Jacket,ALTAR'D STATE,88,88,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/jackets-vests/millie-cow-print-jacket/004293_LJ1112-2930.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw0de37f15/image/004293_LJ1112_IVORY-BROWN_00.JPG?sw=300&sh=450&q=98
004229_0Y0079-0525,004229_0Y0079-0525,Nina Oversized Sherpa Vest,ALTAR'D STATE,88,88,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/nina-oversized-sherpa-vest/004229_0Y0079-0525.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw8dca9e90/image/004229_0Y0079_IVORY-BLUE_00.JPG?sw=300&sh=450&q=98
002070_RE40215-5185,002070_RE40215-5185,Ivy Ditsy Floral Wide Leg Pants,ALTAR'D STATE,66,66,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/loungewear/ivy-ditsy-floral-wide-leg-pants/002070_RE40215-5185.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw5079f066/image/002070_RE40215_MAUVE-MULTI_00.JPG?sw=300&sh=450&q=98
001950_BSW3046-4514,001950_BSW3046-4514,Rena Aztec Quarter Zip,ALTAR'D STATE,78,78,Clothing,"XXS, XS, S, M, L, XL, XXL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/rena-aztec-quarter-zip/001950_BSW3046-4514.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw1737c092/image/001950_BSW3046_IVORY-RUST_00.JPG?sw=300&sh=450&q=98
004048_MDP-F612BR-0012,004048_MDP-F612BR-0012,Reagan High Rise Brown Flare Pants,ALTAR'D STATE,88,88,Clothing,"24, 25, 26, 27, 28, 29, 30, 31, 32",New,new,BOGO 50% Off Full Price Jeans,https://www.altardstate.com/as/clothing/bottoms/jeans/flare-jeans/reagan-high-rise-brown-flare-pants/004048_MDP-F612BR-0012.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw1bfa83ca/image/004048_MDP-F612BR_BROWN_00.JPG?sw=300&sh=450&q=98
004293_KB1377-3384,004293_KB1377-3384,Britt Bow Denim Skirt,ALTAR'D STATE,64,64,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,BOGO 50% Off Skirts,https://www.altardstate.com/as/clothing/bottoms/skirts-skorts/britt-bow-denim-skirt/004293_KB1377-3384.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw6e5c11e6/image/004293_KB1377_DARK-WASH_00.JPG?sw=300&sh=450&q=98
004084_IT8226-0205,004084_IT8226-0205,Blaire Seamless Floral Long Sleeve Cami,ALTAR'D STATE,48,48,Clothing,"XXS/XS, S/M, M/L, L/XL",New,new,N/A,https://www.altardstate.com/as/clothing/sleep-lounge/blaire-seamless-floral-long-sleeve-cami/004084_IT8226-0205.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwf4bdc9c5/image/004084_IT8226_DUSTY-BLUE_00.JPG?sw=300&sh=450&q=98
004116_6658-0044,004116_6658-0044,Harriet Lace Mini Skort,ALTAR'D STATE,58,58,Clothing,"S, M, L",New,new,BOGO 50% Off Skirts,https://www.altardstate.com/as/clothing/bottoms/skirts-skorts/harriet-lace-mini-skort/004116_6658-0044.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw6ca42698/image/004116_6658_CREAM_00.JPG?sw=300&sh=450&q=98
004048_MDP-F3114M-2616,004048_MDP-F3114M-2616,Anslie Star Embroidered Jeans,ALTAR'D STATE,94,94,Clothing,"24, 25",New,new,BOGO 50% Off Full Price Jeans,https://www.altardstate.com/as/clothing/bottoms/jeans/flare-jeans/anslie-star-embroidered-jeans/004048_MDP-F3114M-2616.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwee22f778/image/004048_MDP-F3114M_MEDIUM-WASH_00.JPG?sw=300&sh=450&q=98
004311_ASWT-253-145-0044,004311_ASWT-253-145-0044,Libby Lace Babydoll Top,ALTAR'D STATE,68,68,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/libby-lace-babydoll-top/004311_ASWT-253-145-0044.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw7407f1b3/image/004311_ASWT-253-145_CREAM_09.JPG?sw=300&sh=450&q=98
000787_HF25F299-0044,000787_HF25F299-0044,Mavis Pocket Sweater,ALTAR'D STATE,72,72,Clothing,"XXS, XS, S, M, L, XL, XXL, 3XL",New,"new,back_in_stock",N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/mavis-pocket-sweater/000787_HF25F299-0044.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwb4ffa56a/image/000787_HF25F299_CREAM_00.JPG?sw=300&sh=450&q=98
004311_ASWT-253-137-0048,004311_ASWT-253-137-0048,Evanelle Lace Babydoll Top,ALTAR'D STATE,64,64,Clothing,"XXS, XS, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/tops/blouses/evanelle-lace-babydoll-top/004311_ASWT-253-137-0048.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw3de2dd91/image/004311_ASWT-253-137_RUST_00.JPG?sw=300&sh=450&q=98
000787_HF25F299-0009,000787_HF25F299-0009,Mavis Pocket Sweater,ALTAR'D STATE,72,72,Clothing,"XXS, XS, S, M, L, XL, XXL",New,"new,back_in_stock",N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/mavis-pocket-sweater/000787_HF25F299-0009.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dw14004c56/image/000787_HF25F299_GREEN_00.JPG?sw=300&sh=450&q=98
004086_WT3688Z-1345,004086_WT3688Z-1345,Paige Whipstitch Sweater,ALTAR'D STATE,82,82,Clothing,"XXS, XS, S, M, L, XL, 3XL",New,new,N/A,https://www.altardstate.com/as/clothing/sweaters/pullovers/paige-whipstitch-sweater/004086_WT3688Z-1345.html,https://www.altardstate.com/dw/image/v2/BDDX_PRD/on/demandware.static/-/Sites-as_catalog/default/dwbe1a4737/image/004086_WT3688Z_CREAM-BLACK_00.JPG?sw=300&sh=450&q=98
